DOI,Affiliations
10.3892/or.2017.5569,"Institute of Hematology, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1277 Jiefang Avenue, Wuhan, Hubei, 430022, China; Collaborative Innovation Center of Hematology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Department of Hematology, Hongkong University, Shenzhen Hospital, Shenzhen, Guangdong, China"
10.1038/nmeth.4293,"Omics Laboratory, Stanford University, Palo Alto, CA, United States; Interdisciplinary Graduate Program in Genetics, University of Iowa, Iowa City, IA, United States; Jonas Children's Vision Care, Bernard and Shirlee Brown Glaucoma Laboratory, Departments of Ophthalmology, Pathology and Cell Biology, Institute of Human Nutrition, College of Physicians and Surgeons, Columbia University, New York, NY, United States; Edward S. Harkness Eye Institute, New York-Presbyterian Hospital, New York, NY, United States; Department of Pediatrics, University of Iowa, Iowa City, IA, United States; Department of Neurology, University of Iowa, Iowa City, IA, United States; Byers Eye Institute, Stanford University, Palo Alto, CA, United States"
10.1371/journal.pone.0180487,"Istituto Officina dei Materiali, Laboratorio Tecnologie Avanzate Superfici e Catalisi del Consiglio Nazionale delle Ricerche, Area Science Park–Basovizza, Trieste, Italy; Istituto di Cristallografia, Consiglio Nazionale delle Ricerche, Bari, Italy; Department of Industrial Engineering, Padua University, Padua, Italy; Istituto Microelettronica e Microsistemi, Consiglio Nazionale delle Ricerche, Sezione di Lecce, Campus Universitario, via per Monteroni, Lecce, Italy"
10.1130/B31543.1,"Department of Earth and Environmental Sciences, University of Michigan, Ann Arbor, 48109, MI, United States; Geology Department, Rubenstein School of the Environment and Natural Resources, University of Vermont, Burlington, 05405, VT, United States; Geology Department, University of Vermont, Burlington, 05405, VT, United States; Department of Earth Science and Engineering, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom; Center for Accelerator Mass Spectrometry, Lawrence Livermore National Laboratory, Livermore, 94550, CA, United States; Takoma Park, 20912, MD, United States"
10.1007/s10586-017-0867-7,"School of Political Science and Public Administration, University of Electronic Science and Technology of China, Chengdu, 611731, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China"
10.1097/MD.0000000000006746,"Department of Cardiology, China-Japan Union Hospital, Jilin University, Changchun, Jilin, China; Department of Breast Surgery, Second Hospital of Jilin University, Changchun, Jilin, China; Department of Molecular Biology, College of Basic Medical Sciences, Jilin University, Changchun, Jilin, China; Department of Respiratory Medicine, Second Hospital of Jilin University, Nanguan District, Changchun, Jilin, China; Department of Ophthalmology, Second Hospital of Jilin University, Nanguan District, Changchun, Jilin, China"
10.1016/j.jsps.2017.04.028,"Department of Intravenous Admixture, Weifang Peoples’ Hospital, Weifang, 261041, China; Department of Pharmacy, Weifang Peoples’ Hospital, Weifang, 261041, China"
10.1007/s12035-016-9852-z,"Department of Laboratory Medicine, Second Hospital of Hebei Medical University, No. 215 Hepingxi Road, Shijiazhuang, 050000, Hebei, China; Department of Laboratory Medicine, Children’s Hospital of Hebei Province, Shijiazhuang, Hebei, China; Department of Blood Transfusion, Hebei Provincial Chest Hospital, Shijiazhuang, Hebei, China"
10.2147/OTT.S134551,"Department of Radiotherapy Tangdu Hospital, Tangdu Hospital, Fourth Military Medical University, Xi’an, China; Department of Gastroenterology, Tangdu Hospital, Fourth Military Medical University, Xi’an, China"
10.1177/1010428317695526,"Department of Neurosurgery, Suzhou Kowloon Hospital, Shanghai Jiao Tong University School of Medicine, Suzhou, China"
10.1161/CIRCHEARTFAILURE.117.003960,"Department of Pathophysiology, School of Medicine, Shenzhen University, Shenzhen, 518060, China; Department of Endocrinology, First Affiliated Hospital of Shenzhen University, China; Center for Diabetes, Obesity and Metabolism, School of Medicine, Shenzhen University, China; Department of Biomedical Engineering, School of Medicine, Shenzhen University, China; Department of Pathology, School of Medicine, Jingchu University of Technology, Jingmen, China; Zhongshan People's Hospital, China; Division of Cardiovascular Medicine, Department of Internal Medicine, François M. Abboud Cardiovascular Research Center, Carver College of Medicine, University of Iowa, Iowa City, United States"
10.1186/s12967-017-1187-7,"Creighton University School of Medicine, Department of Clinical and Translational Science, Omaha, NE, United States; Creighton University School of Medicine, Department of Surgery, 601 N. 30th Street, Suite # 3700, Omaha, 68131, NE, United States; Creighton University School of Medicine, Department of Pathology, Omaha, NE, United States"
10.1021/acscatal.6b03185,"Department of Chemistry, University of Zurich, Winterthurerstrasse 190, Zurich, CH-8057, Switzerland; Laboratory of Synthesis and Natural Products, Institute of Chemical Sciences and Engineering, Ecole Polytechnique Fédérale de Lausanne, EPFL-SB-ISIC-LSPN, BCH5304, Lausanne, CH-1015, Switzerland; State Key Laboratory of Molecular Engineering of Polymers, Department of Macromolecular Science, Laboratory of Advanced Materials, Fudan University, Shanghai, 200433, China; Department of Chemical and Biomolecular Engineering, National University of Singapore, 10 Kent Ridge Crescent, Singapore, 119260, Singapore"
10.3892/etm.2017.4435,"Nursing School, Nanchang University, China; Department of Orthopedics, Second Affiliated Hospital of Nanchang University, Nanchang, 330006, Jiangxi, China; Department of Orthopedics, Jing An Hospital, Yichun, 330600, Jiangxi, China; Department of Immunology and Microbiology, Medical School of Jishou University, Jishou, 416000, Hunan, China"
10.1016/j.humic.2017.04.001,"Aix-Marseille Université, Unité de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE), UM63, CNRS 7278, IRD 198, INSERM U1095, Faculté de Médecine, Institut Hospitalo-Universitaire (IHU) Méditerranée Infection, Marseille, France"
10.1038/ncomms15192,"Chais of Organic Chemistry II and Joint Institute of Advanced Materials and Processes (ZMP), Friedrich-Alexander University of Erlangen-Nuremberg, Henkestrasse 42, Erlangen, 91054, Germany; Institut für Experimental Physik, Freie Universität Berlin, Arnimallee 14, Berlin, 14195, Germany; Yachay Tech University, School of Physical Sciences and Nanotechnology, Urcuquí, 100119, Ecuador; Faculty of Physics, University of Vienna, Strudlhofgasse 4, A-1090 Vienna, Austria, Austria; Chais of Theoretical Chemistry, Friedrich-Alexander University Erlangen-Nürnberg (FAU), Egerlandstraße 3, Erlangen, 91058, Germany"
10.3892/etm.2017.4342,"The First Imaging Department, The Ninth Hospital of Xi’an, Xi’an, 710054, Shaanxi, China; The Fifth Department and Outpatient Department, Xi’an Mental Health Center, Xi’an, 710061, Shaanxi, China; Outpatient Department, Xi’an Mental Health Center, Xi’an, 710061, Shaanxi, China"
10.1016/j.acthis.2017.04.005,"Biotechnology Laboratory of Olive Tree, Centre of Biotechnology of BorjCedreya, University of Carthage, Tunisia; Department of Biomedical and Biotechnological Sciences, Human Anatomy and Histology Section, School of Medicine, University of Catania, Italy; Department of Biomedical and Biotechnological Sciences, Physiology Section, School of Medicine, University of Catania, Italy; Department of Agricultural and Food Sciences, Alma Mater Studiorum—University of Bologna, p.zza Goindanich 60, Cesena (FC), 47521, Italy; Biotechnology Laboratory of Olive Tree, Centre of Biotechnology of BorjCedreya, Tunisia; Department of Clinical and Experimental Medicine, Occupational Medicine, University of Catania, Catania, Italy; Department of Health, Institut des Etudes Universitaries, UniPoliSI, Veyras, Switzerland"
10.3892/etm.2017.4355,"Internal Medicine-Cardiovascular Department, Qilu Hospital of Shandong University, Jinan, 250012, Shandong, China; Internal Medicine-Cardiovascular Department, Shandong Province-owned Hospital, Jinan, 250012, Shandong, China"
10.1016/j.jsps.2017.04.025,"Department of Spine Surgery, Xi'an Honghui Hospital, Xi'an, 710054, China"
10.3892/ol.2017.6019,"Department of Thoracic Surgery, Central Hospital of Zhumadian, Zhumadian, 463000, Henan, China; Department of Internal Medicine, The Fourth People's Hospital of Zhumadian, Zhumadian, 463000, Henan, China; Department of Thoracic Surgery, Henan Provincial People's Hospital, Zhengzhou, 450003, Henan, China"
10.1007/s11010-017-2947-7,"Department of Forensic Medicine, Soochow University, Suzhou Dushuhu High Educational Town, Suzhou, 215123, Jiangsu, China; Department of Forensic Medicine, Shanghai Medical College, Fudan University, Xuhui, 200032, Shanghai, China; Department of dermatological, The second Affiliated Hospital of Soochow University, Suzhou, 215123, Jiangsu, China"
10.1016/j.forpol.2016.12.008,"Department of Forestry, Michigan State University, East Lansing, 48824, MI, United States; College of Economics and Management, Northwest A&F University, Yangling, 712100, China; Chinese Academy for Environmental Planning, Beijing, 100012, China"
10.1016/j.psychres.2017.01.028,"Department of Education and Psychology, University of Aveiro, Aveiro, Portugal; Center for Health Technology and Services Research (CINTESIS-UA), Department of Education and Psychology, University of Aveiro, Aveiro, Portugal; Department of Clinical Neurosciences, Division of Psychology, Karolinska Institute, Stockholm, Sweden; Psychiatry Department, Coimbra Hospital and University Centre, Coimbra, Portugal; Department of Psychological Medicine, Faculty of Medicine, University of Coimbra, Coimbra, Portugal; Department of Psychology and Education, University of Beira Interior, Covilhã, Portugal"
10.2147/OTT.S118346,"Department of Colorectal Surgery, Institution for Translational Medicine, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China; Department of Pharmacy, Institution for Translational Medicine, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China; Department of Chemoradiotherapy, Institution for Translational Medicine, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China; Laboratory for Interdisciplinary Research, Institution for Translational Medicine, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China"
10.3892/or.2017.5505,"Department of Respiratory Medicine, First Affiliated Hospital of Zhengzhou University, 1 Jianshe East Road, Zhengzhou, Henan, 450052, China; Department of Respiratory Medicine, Henan Tumor Hospital, Affiliated Tumor Hospital of Zhengzhou University, Zhengzhou, Henan, 450008, China; School of Basic Medical Sciences, Zhengzhou University, 100 Kexue Road, Zhengzhou, Henan, 450001, China"
10.3892/or.2017.5636,"Department of Gastroenterology, First Hospital of Jilin University, Changchun, Jilin, 130021, China; Department of Gastroenterology, People's Hospital of Jilin Province, Changchun, Jilin, 130021, China; Department of Radiotherapy, China-Japan Union Hospital, Jilin University, Changchun, Jilin, 130033, China"
10.1007/s13205-017-0669-x,"Department of Horticultural Science, Faculty of Agriculture, Shahid Chamran University of Ahvaz, P.O. Box 61355/144, Ahvaz, Iran; Department of Agronomy and Plant Breeding, Faculty of Agriculture, Shahid Chamran University of Ahvaz, P.O. Box 61355/144, Ahvaz, Iran; Rice Research Institute of Iran (RRII), Agriculture Research Education and Extension Organization (AREEO), P. O. Box 1658, Rasht, Iran; Department of Horticulture, Agricultural Faculty, Ataturk University, Erzurum, 25240, Turkey"
10.1016/j.micpro.2017.03.003,"Department of Electronics Engineering, University of Engineering & Technology, Taxila, Pakistan; Universidad Politécnica de Madrid, Centro de Electrónica Industrial, Escuela Técnica Superior de Ingenieros Industriales, Madrid, Spain"
10.1097/MD.0000000000006519,"Department of Endocrinology, Beijing Tongren Hospital, Capital Medical University, Beijing, China; Department of General Surgery, Weihaiwei People's Hospital, Weihai, China; Critical Care Medicine, Beijing Jiangong Hospital, China; Beijng Key Laboratory of Diabetes Research and Care, Beijing, China"
10.1103/PhysRevB.95.165404,"Dahlem Center for Complex Quantum Systems, Institut für Theoretische Physik, Freie Universität Berlin, Arnimallee 14, Berlin, 14195, Germany; BME-MTA Exotic Quantum Phase Group, Institute of Physics, Budapest University of Technology and Economics, Budapest, H-1521, Hungary; Department of Physics, University of Oradea, Oradea, 410087, Romania; Physics Department, Arnold Sommerfeld Center for Theoretical Physics, Center for NanoScience, Ludwig-Maximilians-Universität München, München, 80333, Germany; Laboratoire Pierre Aigrain, École Normale Supérieure, PSL Research University, CNRS, Université Pierre et Marie Curie, Sorbonne Universités, Université Paris Diderot, Sorbonne Paris-Cit, 24 rue Lhomond, Paris Cedex 05, 75231, France"
