Journal,Rank
Cirugia pediatrica : organo oficial de la Sociedad Espanola de Cirugia Pediatrica,18091
Comparative Legal History,18092
Czech Journal of Genetics and Plant Breeding,18093
Early China,18094
Economic Computation and Economic Cybernetics Studies and Research,18095
Ecosistemas,18096
Educacion Matematica,18097
Engineering and Applied Science Research,18098
e-Review of Tourism Research,18099
Euroasian Entomological Journal,18100
Faith and Philosophy,18101
Foundations and Trends in Theoretical Computer Science,18102
Gadjah Mada International Journal of Business,18103
GI_Forum,18104
Gigiena i sanitariia,18105
Hellenic Plant Protection Journal,18106
Human Sport Medicine,18107
Ingenieria e Investigacion,18108
International Journal of E-Entrepreneurship and Innovation,18109
International Journal of Electronic Governance,18110
International Journal of Engineering Transactions C: Aspects,18111
International Journal of Information Technology and Web Engineering,18112
International Studies of Economics,18113
Journal of Ceramic Processing Research,18114
Journal of Nuclear Fuel Cycle and Waste Technology,18115
"Journal of Occupational Therapy, Schools, and Early Intervention",18116
Journal of Technology and Chinese Language Teaching,18117
Journal of Uncertain Systems,18118
"Journal of Vascular Surgery Cases, Innovations and Techniques",18119
Masaryk University Journal of Law and Technology,18120
Mediterranean Journal of Nutrition and Metabolism,18121
Moscow University Geology Bulletin,18122
Nanotechnologies in Construction,18123
Nurse Practitioner,18124
Plainsong and Medieval Music,18125
Pneuma,18126
Proceedings of the Information Visualization Conference,18127
Proceedings of the Institution of Civil Engineers: Bridge Engineering,18128
REC: Interventional Cardiology,18129
Revista Brasileira de Geomorfologia,18130
Revista Colombiana de Estadistica,18131
"Sexuality, Gender and Policy",18132
"Southern Communication Journal, The",18133
Synthesis Lectures on Biomedical Engineering,18134
Teaching English Language,18135
TEM Journal,18136
Turkish Journal of Anaesthesiology and Reanimation,18137
Visual Anthropology Review,18138
Western North American Naturalist,18139
Academica Turistica,18140
Acta Geologica Slovaca,18141
Acta Physiologica Sinica,18142
Advanced Emergency Nursing Journal,18143
AORTA,18144
Applied Ecology and Environmental Research,18145
Araucaria,18146
Boletin de la Asociacion Internacional de Derecho Cooperativo,18147
Case Reports in Endocrinology,18148
Chinese Annals of Mathematics. Series B,18149
Cybium,18150
DISEGNARECON,18151
Egitim ve Bilim,18152
En la Espana Medieval,18153
Flora Mediterranea,18154
Geophysical Monograph Series,18155
Halteres,18156
Historia Regional,18157
Indonesian Journal of Forestry Research,18158
Interdisciplinaria,18159
International Journal of Metrology and Quality Engineering,18160
Jisuan Wuli/Chinese Journal of Computational Physics,18161
Journal of Achievements in Materials and Manufacturing Engineering,18162
Journal of Global Slavery,18163
Journal of Long-Term Effects of Medical Implants,18164
Journal of Systems Science and Information,18165
Journal of Urban Culture Research,18166
Krytyka Prawa,18167
Middle East Journal of Digestive Diseases,18168
Organised Sound,18169
Pediatrics in Review,18170
Poultry Science Journal,18171
Proceedings of the Zoological Society,18172
Public Works Management and Policy,18173
Reference and User Services Quarterly,18174
"Revista Chapingo, Serie Ciencias Forestales y del Ambiente",18175
Revista Electronica Educare,18176
Rhetoric Review,18177
Siberian Advances in Mathematics,18178
Sociologias,18179
Springer Proceedings in Materials,18180
"Tourism, Culture and Communication",18181
Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering,18182
University of Toronto Law Journal,18183
XLinguae,18184
AACL Bioflux,18185
Advanced Biomedical Research,18186
Analisis Politico,18187
Ariel,18188
Arxius de Miscellania Zoologica,18189
Bajo Palabra,18190
Contrastive Pragmatics,18191
Dados,18192
Ecology and Control of Vector-Borne Diseases,18193
Egyptian Journal of Aquatic Biology and Fisheries,18194
Encyclopaideia,18195
Eurobiotech Journal,18196
European Papers- A Journal on Law and Integration,18197
French Cultural Studies,18198
Frequenz,18199
Geologia USP - Serie Cientifica,18200
Ideggyogyaszati Szemle,18201
India Quarterly,18202
International Advances in Economic Research,18203
Journal of Sustainable Mining,18204
JPMA. The Journal of the Pakistan Medical Association,18205
"Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi, The",18206
Latin American Policy,18207
Mathematical Communications,18208
Medicina dello Sport,18209
Metallurgist,18210
Music & Medicine,18211
Nonlinear Phenomena in Complex Systems,18212
Oralia,18213
Organic Syntheses,18214
Politics in Central Europe,18215
Proceedings of the IEEE International Conference on VLSI Design,18216
Quantum Information and Computation,18217
Regional Science Inquiry,18218
Register: Jurnal Ilmiah Teknologi Sistem Informasi,18219
Revista Espanola de Derecho Constitucional,18220
RLA,18221
Slovak Journal of Political Sciences,18222
Sovremennaya Evropa,18223
Strategy and Leadership,18224
Studies in Chinese Linguistics,18225
Techne: Research in Philosophy and Technology,18226
Ulumuna,18227
Zbornik Radova Ekonomskog Fakultet au Rijeci,18228
Acta Alimentaria,18229
Atlantic Studies : Global Currents,18230
BMJ Case Reports,18231
Centaurus,18232
Cerne,18233
Childhood in the Past,18234
Chinese Journal of Environmental Law,18235
Chinese Medical Sciences Journal,18236
Culture and Evolution,18237
Dialogic Pedagogy,18238
Ecological Engineering and Environmental Technology,18239
Finnish Journal of Linguistics,18240
Geophysical Research,18241
Human Affairs,18242
International Journal of Analysis and Applications,18243
International Journal of Innovation and Learning,18244
International Journal of Power and Energy Conversion,18245
International Journal of Safety and Security Engineering,18246
Journal of Environmental Biology,18247
Journal of Imperial and Commonwealth History,18248
"Journal of Medical Devices, Transactions of the ASME",18249
Journal of Open Archaeology Data,18250
Journal of Physical Studies,18251
Journal of Tax Reform,18252
Journal of the Gilded Age and Progressive Era,18253
Journal of the History of International Law,18254
"Mekhatronika, Avtomatizatsiya, Upravlenie",18255
New Political Science,18256
Periodicals of Engineering and Natural Sciences,18257
Primenjena Psihologija,18258
Proceedings of the Association for Information Science and Technology,18259
Radiology Case Reports,18260
Research in Plant Disease,18261
Revista Brasileira de Politicas Publicas,18262
Revista Mexicana De Ciencias Pecuarias,18263
Revue europeenne des migrations internationales,18264
Revue Francaise de Photogrammetrie et de Teledetection,18265
Tetsu-To-Hagane/Journal of the Iron and Steel Institute of Japan,18266
Western Indian Ocean Journal of Marine Science,18267
Zhen ci yan jiu = Acupuncture research / [Zhongguo yi xue ke xue yuan Yi xue qing bao yan jiu suo bian ji],18268
Anthropozoologica,18269
Arab Journal of Mathematical Sciences,18270
Architectural Histories,18271
Basrah Journal of Agricultural Sciences,18272
Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics,18273
Biotech Studies,18274
"Biotechnology, Agronomy, Society and Environment",18275
Canadian Journal of Physics,18276
Chinese Journal of Oncology,18277
Critical Research on Religion,18278
Cuadernos de Relaciones Laborales,18279
Die Rehabilitation,18280
Doxa Comunicacion,18281
EAI Endorsed Transactions on Energy Web,18282
Economics and Business Review,18283
Ethnomusicology Forum,18284
European Journal of Pragmatism and American Philosophy,18285
Global Economic Review,18286
Hipertension y Riesgo Vascular,18287
History of Humanities,18288
Indian Concrete Journal,18289
International Journal of Disability Management,18290
International Journal of Intelligent Information Technologies,18291
International Journal of Rotating Machinery,18292
Investigacion Economica,18293
Journal of Applied Biotechnology Reports,18294
Journal of Biological Regulators and Homeostatic Agents,18295
Journal of Genocide Research,18296
Journal of Historical Pragmatics,18297
Journal of Marine Science and Technology,18298
"Journal of Microbiology, Biotechnology and Food Sciences",18299
Journal of Ocean and Coastal Economics,18300
Journal of Tehran University Heart Center,18301
Klinische Padiatrie,18302
Lexicographica,18303
Mathematical Modelling and Control,18304
Medizinische Genetik,18305
Medziagotyra,18306
Milli Folklor,18307
Perfiles Educativos,18308
Pesquisa Agropecuaria Brasileira,18309
Physics in Medicine,18310
Phytocoenologia,18311
Polish Journal of Pathology,18312
Proceedings of the IEEE International Conference on Industrial Technology,18313
Review of Communication,18314
Revista Brasileira de Saude Materno Infantil,18315
SAE International Journal of Commercial Vehicles,18316
Schole,18317
South Asian Journal of Business and Management Cases,18318
Thermology International,18319
Tuberkuloz ve Toraks,18320
Acta Crystallographica Section E: Crystallographic Communications,18321
Afkar,18322
Apuntes,18323
Archaologisches Korrespondenzblatt,18324
Autopsy and Case Reports,18325
Bollettino di Geofisica Teorica ed Applicata,18326
Contributions to Indian Sociology,18327
Ecclesial Practices,18328
Ecology and Industry of Russia,18329
Edinburgh Journal of Botany,18330
e-Journal of Surface Science and Nanotechnology,18331
IEEJ Transactions on Power and Energy,18332
Indian Journal of Animal Research,18333
Indian Journal of Otolaryngology and Head and Neck Surgery,18334
Inorganic Materials,18335
International Energy Journal,18336
International Journal of Aquatic Research and Education,18337
International Journal of Business Excellence,18338
International Journal of Sociology of Agriculture and Food,18339
International Review of Social History,18340
Ius et Praxis,18341
Jiliang Xuebao/Acta Metrologica Sinica,18342
Journal of Brachial Plexus and Peripheral Nerve Injury,18343
Journal of Cases on Information Technology,18344
Journal of International Women's Studies,18345
Journal of Urban History,18346
Markov Processes and Related Fields,18347
Metal Powder Report,18348
Nonlinear Optics Quantum Optics,18349
Optoelectronics Letters,18350
Physics in Perspective,18351
Polish Psychological Bulletin,18352
Researches in Mathematics,18353
Revista Espanola de Sanidad Penitenciaria,18354
Revista Peruana de Biologia,18355
Senses and Society,18356
SPIN,18357
Sportverletzung-Sportschaden,18358
Acta Botanica Mexicana,18359
Acta Veterinaria Brno,18360
Advances in Environmental Accounting and Management,18361
Agris On-line Papers in Economics and Informatics,18362
Annali Italiani di Chirurgia,18363
"Annals of the University Dunarea de Jos of Galati, Fascicle VI: Food Technology",18364
Asia Marketing Journal,18365
Basic and Applied Herpetology,18366
Biochemist,18367
Bulletin of the Atomic Scientists,18368
ChemChemTech,18369
Citizenship Teaching and Learning,18370
Communication Sciences and Disorders,18371
Critical Historical Studies,18372
Electronic Journal of Structural Engineering,18373
Film Quarterly,18374
Flebologiya,18375
History of Education Review,18376
Immunopathologia Persa,18377
Informacios Tarsadalom,18378
International Critical Thought,18379
International Journal of Angiology,18380
International Journal of Sustainable Development,18381
Journal of Agricultural Sciences - Sri Lanka,18382
Journal of Chest Surgery,18383
Journal of Child and Adolescent Substance Abuse,18384
Journal of Engineering Research,18385
Journal of Forensic Practice,18386
Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management,18387
